UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3302,H93133,H,299.5,309.2,1888,38.1,228,0,0,0,0,0,0
3303,L21123,L,300.5,313.6,1431,37.8,32,0,0,0,0,0,0
3304,L38357,L,299.1,308.8,1415,53.2,113,0,0,0,0,0,0
3305,L80496,L,298.9,308.8,1206,27.4,193,0,0,0,0,0,0
3306,L43556,L,300.3,310.9,1656,20.4,136,0,0,0,0,0,0
3307,L93791,L,299.0,310.0,1379,25.4,204,0,0,0,0,0,0
3308,L71934,L,300.6,310.8,1697,46.7,25,0,0,0,0,0,0
3309,L88886,L,302.2,313.4,1449,38.9,172,0,0,0,0,0,0
3310,L40881,L,301.4,310.2,1846,24.0,54,0,0,0,0,0,0
3311,M28409,M,301.8,311.0,1281,40.9,110,0,0,0,0,0,0
3312,M65416,M,302.2,313.3,1721,36.7,179,0,0,0,0,0,0
3313,M77982,M,300.6,310.6,1699,45.5,136,0,0,0,0,0,0
3314,L40657,L,299.7,308.4,1632,47.8,206,0,0,0,0,0,0
3315,L96743,L,298.5,307.1,1338,65.0,248,1,0,0,0,1,0
3316,M58951,M,299.2,308.4,1633,28.1,134,0,0,0,0,0,0
3317,L18752,L,299.0,309.0,1560,21.3,234,0,0,0,0,0,0
3318,L23440,L,301.5,311.9,1210,45.8,56,0,0,0,0,0,0
3319,M54864,M,300.7,310.4,1816,49.7,184,0,0,0,0,0,0
3320,M59691,M,301.4,311.8,1476,27.2,118,0,0,0,0,0,0
3321,L82035,L,297.7,307.2,1803,27.2,164,0,0,0,0,0,0
3322,L96675,L,302.9,314.1,1525,43.3,72,0,0,0,0,0,0
3323,M90303,M,299.1,311.7,1713,57.0,77,0,0,0,0,0,0
3324,L32343,L,297.8,307.4,1384,31.2,157,0,0,0,0,0,0
3325,M29673,M,299.1,309.6,1576,40.8,50,0,0,0,0,0,0
3326,M69954,M,305.0,315.4,1563,21.0,46,0,0,0,0,0,0
3327,M64698,M,299.2,309.4,1480,37.9,111,0,0,0,0,0,0
3328,L36520,L,299.3,310.0,1382,38.8,83,0,0,0,0,0,0
3329,L25784,L,299.6,310.1,989,54.5,238,1,0,0,0,1,0
3330,M48079,M,299.7,309.2,1386,32.9,181,0,0,0,0,0,0
3331,M54220,M,298.4,309.8,1663,46.7,150,0,0,0,0,0,0
3332,M30491,M,300.3,310.5,1288,32.2,206,0,0,0,0,0,0
3333,L58720,L,302.2,311.8,1325,40.8,185,0,0,0,0,0,0
3334,L24718,L,300.6,313.1,1281,60.6,55,0,0,0,0,0,0
3335,M45597,M,297.8,307.7,1575,57.8,30,0,0,0,0,0,0
3336,M71217,M,299.3,309.6,1378,59.4,67,0,0,0,0,0,0
3337,H36832,H,298.9,309.1,1756,43.9,216,0,0,0,0,0,0
3338,M64818,M,300.1,310.0,1669,37.8,189,0,0,0,0,0,0
3339,L22864,L,302.7,313.1,1573,42.7,114,0,0,0,0,0,0
3340,M98378,M,299.7,308.9,1592,44.5,210,0,0,0,0,0,0
3341,M18177,M,299.8,310.4,1401,43.8,59,0,0,0,0,0,0
3342,L56115,L,303.6,311.8,1401,32.8,164,0,0,0,0,0,0
3343,M66210,M,301.8,310.5,1665,32.4,33,0,0,0,0,0,0
3344,L61954,L,301.1,313.0,1701,34.0,0,0,0,0,0,0,0
3345,L21844,L,303.9,312.7,1663,50.6,40,0,0,0,0,0,0
3346,M84130,M,301.0,309.0,1453,51.6,222,0,0,0,0,0,0
3347,L23418,L,296.0,304.8,1467,71.6,103,0,0,0,0,0,0
3348,L44854,L,301.7,313.4,1371,44.1,171,0,0,0,0,0,0
3349,L98644,L,296.8,305.0,1675,32.0,34,0,0,0,0,0,0
3350,L85955,L,300.9,309.9,1186,35.1,154,0,0,0,0,0,0
3351,L98075,L,296.6,305.1,1143,38.3,148,1,0,1,0,0,0
3352,L53950,L,299.1,308.8,1179,54.9,199,0,0,0,0,0,0
3353,H75227,H,299.3,308.8,1154,47.2,81,0,0,0,0,0,0
3354,L22835,L,298.5,308.0,1780,26.5,22,0,0,0,0,0,0
3355,L27533,L,299.3,311.2,1678,39.3,40,0,0,0,0,0,0
3356,L97858,L,302.1,310.9,1323,25.2,227,0,0,0,0,0,0
3357,M20223,M,298.6,308.5,1519,45.8,220,0,0,0,0,0,0
3358,L20273,L,301.1,311.4,1800,32.9,207,0,0,0,0,0,0
3359,M43519,M,298.1,307.1,1627,33.8,177,0,0,0,0,0,0
3360,M34160,M,299.6,310.1,1916,21.2,248,0,0,0,0,0,0
3361,M84385,M,300.6,310.2,1517,47.4,201,0,0,0,0,0,0
3362,L58988,L,298.0,308.4,1420,51.9,208,0,0,0,0,0,0
3363,M20348,M,297.4,307.3,1344,33.0,21,0,0,0,0,0,0
3364,L93460,L,301.0,308.9,1542,38.3,39,0,0,0,0,0,0
3365,H77519,H,302.2,313.6,1705,35.1,129,0,0,0,0,0,0
3366,M24629,M,299.8,311.9,1555,37.7,41,0,0,0,0,0,0
3367,L59056,L,299.1,308.9,1473,31.7,157,0,0,0,0,0,0
3368,L21273,L,300.3,309.4,1762,28.9,171,0,0,0,0,0,0
3369,L50416,L,300.1,311.6,1632,53.5,230,1,0,0,0,1,0
3370,M17894,M,300.5,312.4,1517,13.6,230,0,0,0,0,0,0
3371,L56073,L,294.9,304.8,1400,44.9,236,0,0,0,0,0,0
3372,L55693,L,297.9,307.6,1492,42.7,82,0,0,0,0,0,0
3373,L61466,L,298.3,308.2,1622,56.4,9,0,0,0,0,0,0
3374,M34343,M,300.3,308.6,1398,37.5,83,0,0,0,0,0,0
3375,M53095,M,300.4,310.1,1317,36.2,190,0,0,0,0,0,0
3376,M41174,M,301.3,313.0,1452,31.8,151,0,0,0,0,0,0
3377,M60801,M,300.5,310.3,1529,43.4,133,0,0,0,0,0,0
3378,L82436,L,297.4,306.4,1782,32.8,122,0,0,0,0,0,0
3379,L79336,L,302.9,313.4,1330,28.7,44,0,0,0,0,0,0
3380,M52926,M,302.5,311.9,1578,32.6,124,0,0,0,0,0,0
3381,L82590,L,297.5,307.4,1488,30.5,145,0,0,0,0,0,0
3382,L48827,L,300.7,309.4,1497,29.9,143,0,0,0,0,0,0
3383,L54775,L,298.8,307.8,1813,40.7,245,0,0,0,0,0,0
3384,L51201,L,300.3,311.0,1552,38.0,102,0,0,0,0,0,0
3385,L39373,L,302.1,312.2,1374,45.4,103,0,0,0,0,0,0
3386,M37525,M,304.3,313.5,1697,41.4,39,0,0,0,0,0,0
3387,L82651,L,301.5,311.6,1683,27.9,143,0,0,0,0,0,0
3388,L40486,L,300.6,310.0,1358,18.8,103,0,0,0,0,0,0
3389,L88604,L,299.3,308.5,1324,29.4,78,0,0,0,0,0,0
3390,M28640,M,300.4,311.5,1611,47.5,127,0,0,0,0,0,0
3391,L71455,L,302.7,313.5,1532,47.3,103,0,0,0,0,0,0
3392,M46136,M,299.9,309.9,1453,49.7,197,0,0,0,0,0,0
3393,M72425,M,298.2,308.4,1727,48.2,224,0,0,0,0,0,0
3394,L66539,L,296.8,306.8,1431,50.7,239,1,0,0,0,1,0
3395,H91664,H,301.0,311.5,1613,43.9,140,0,0,0,0,0,0
3396,H34942,H,300.5,309.7,1748,57.9,195,0,0,0,0,0,0
3397,M78363,M,298.7,309.6,1477,42.8,223,0,0,0,0,0,0
3398,M68596,M,302.1,312.4,1210,59.8,49,0,0,0,0,0,0
3399,L91526,L,299.2,308.9,1465,33.7,156,0,0,0,0,0,0
3400,L45255,L,299.7,309.2,1571,33.4,185,0,0,0,0,0,0
3401,L72129,L,300.0,310.8,1717,38.0,134,0,0,0,0,0,0
3402,L95523,L,299.3,309.1,1444,39.5,224,0,0,0,0,0,0
3403,H72286,H,300.5,309.8,1846,36.7,4,0,0,0,0,0,0
3404,L96437,L,302.3,311.9,1305,45.3,249,1,1,0,0,1,0
3405,M26277,M,297.7,308.5,1567,38.9,167,0,0,0,0,0,0
3406,M11643,M,301.0,309.4,1495,33.9,3,0,0,0,0,0,0
3407,M33729,M,300.3,310.0,1779,36.0,6,0,0,0,0,0,0
3408,H96623,H,300.3,311.4,1274,52.0,207,0,0,0,0,0,0
3409,L31818,L,301.7,311.6,1614,43.1,36,0,0,0,0,0,0
3410,L75555,L,300.1,310.4,1494,23.2,112,0,0,0,0,0,0
3411,L63629,L,301.0,312.0,1811,54.9,74,0,0,0,0,0,0
3412,L65438,L,301.4,312.3,1389,44.2,186,0,0,0,0,0,0
3413,L19457,L,299.0,308.6,1612,46.3,49,0,0,0,0,0,0
3414,L69629,L,300.6,310.5,1387,49.2,68,0,0,0,0,0,0
3415,M43922,M,299.5,310.4,1571,49.7,156,0,0,0,0,0,0
3416,L19820,L,299.7,310.7,1471,30.7,182,0,0,0,0,0,0
3417,L42750,L,299.4,309.3,1469,29.2,118,0,0,0,0,0,0
3418,M47790,M,300.9,310.9,1182,63.8,88,1,0,0,1,0,0
3419,L98405,L,300.2,310.4,1612,32.9,194,0,0,0,0,0,0
3420,L44421,L,300.8,312.2,1344,43.7,223,0,0,0,0,0,0
3421,M78038,M,300.0,311.0,1338,56.1,29,0,0,0,0,0,0
3422,M92201,M,296.8,307.5,1259,35.5,147,0,0,0,0,0,0
3423,M72325,M,300.1,309.0,1348,36.3,221,0,0,0,0,0,0
3424,L35600,L,300.1,309.9,1627,49.1,66,0,0,0,0,0,0
3425,M39394,M,300.5,310.3,1618,42.0,60,0,0,0,0,0,0
3426,M89622,M,298.8,310.2,1656,44.8,43,0,0,0,0,0,0
3427,L46171,L,297.6,307.4,1354,39.1,55,0,0,0,0,0,0
3428,M71526,M,301.2,312.5,1576,34.7,78,0,0,0,0,0,0
3429,M23149,M,299.5,308.9,1427,36.6,187,0,0,0,0,0,0
3430,L40394,L,300.3,309.9,1708,51.8,168,0,0,0,0,0,0
3431,L24396,L,299.4,309.9,1614,37.0,77,0,0,0,0,0,0
3432,H33324,H,300.0,311.6,1420,44.2,39,0,0,0,0,0,0
3433,M57198,M,299.1,308.9,1724,30.3,49,0,0,0,0,0,0
3434,L92705,L,298.1,305.5,1628,60.2,137,0,0,0,0,0,0
3435,M41016,M,300.9,309.4,1289,43.1,16,1,0,1,0,0,0
3436,L13194,L,298.8,309.1,1238,43.3,14,0,0,0,0,0,0
3437,L42398,L,300.3,308.9,1296,49.1,92,1,0,1,0,0,0
3438,L14789,L,300.8,310.0,1833,35.1,180,0,0,0,0,0,0
3439,H95695,H,298.8,308.8,1356,51.8,225,0,0,0,0,0,0
3440,H74967,H,297.6,305.1,1873,24.8,226,0,0,0,0,0,0
3441,L71134,L,304.9,314.5,1346,33.8,200,1,1,0,0,0,0
3442,L80886,L,298.9,307.8,1327,31.9,50,0,0,0,0,0,0
3443,L34977,L,301.2,309.7,1695,21.2,208,0,0,0,0,0,0
3444,H10129,H,303.9,313.1,1703,34.6,120,0,0,0,0,0,0
3445,H69683,H,301.6,310.5,1637,39.4,65,0,0,0,0,0,0
3446,M55331,M,299.4,309.9,1659,29.0,25,0,0,0,0,0,0
3447,M44626,M,299.9,311.1,1394,27.6,37,0,0,0,0,0,0
3448,M58503,M,298.3,308.0,1687,40.3,234,0,0,0,0,0,0
3449,L37549,L,301.8,311.2,1580,39.1,124,0,0,0,0,0,0
3450,L22342,L,301.1,310.7,1472,37.3,91,0,0,0,0,0,0
3451,L46417,L,299.0,307.9,1554,27.3,29,0,0,0,0,0,0
3452,M86514,M,297.9,306.6,1727,36.0,234,0,0,0,0,0,0
3453,M62249,M,297.4,305.7,1608,33.3,54,0,0,0,0,0,0
3454,L62664,L,302.0,310.6,1151,40.8,136,0,0,0,0,0,0
3455,H18833,H,300.2,311.9,1697,34.3,219,0,0,0,0,0,0
3456,L70658,L,300.4,309.7,1683,39.5,15,0,0,0,0,0,0
3457,L39473,L,298.4,305.4,1470,26.8,23,0,0,0,0,0,0
3458,M10737,M,297.1,306.5,1558,26.0,213,0,0,0,0,0,0
3459,M56647,M,301.9,310.3,1558,45.5,19,0,0,0,0,0,0
3460,M74054,M,300.1,310.1,1183,47.5,61,0,0,0,0,0,0
3461,L11299,L,301.8,311.8,1466,36.0,51,0,0,0,0,0,0
3462,L73281,L,299.2,309.3,1473,40.2,125,0,0,0,0,0,0
3463,M75875,M,299.5,309.5,1509,35.4,77,0,0,0,0,0,0
3464,L42920,L,301.4,311.1,1443,50.8,51,0,0,0,0,0,0
3465,L64836,L,301.5,310.0,1656,37.9,42,0,0,0,0,0,0
3466,M52381,M,301.6,311.5,1393,34.9,95,0,0,0,0,0,0
3467,L94971,L,299.4,310.4,1700,49.5,137,0,0,0,0,0,0
3468,M66298,M,301.2,313.0,1648,32.2,65,0,0,0,0,0,0
3469,M34509,M,302.2,312.0,1781,41.5,70,0,0,0,0,0,0
3470,L52095,L,299.8,309.7,1848,29.5,192,0,0,0,0,0,0
3471,L61524,L,299.0,309.5,1849,46.5,100,0,0,0,0,0,0
3472,M76909,M,302.7,314.2,1325,48.0,14,0,0,0,0,0,0
3473,M82618,M,298.7,308.2,1599,27.1,74,0,0,0,0,0,0
3474,M35532,M,301.3,312.0,1409,25.5,83,0,0,0,0,0,0
3475,M70285,M,299.9,309.1,2125,42.8,49,0,0,0,0,0,0
3476,M28866,M,296.3,306.6,1647,59.2,40,0,0,0,0,0,0
3477,H17593,H,302.3,313.2,1791,48.7,59,0,0,0,0,0,0
3478,L19495,L,294.5,303.2,1615,37.8,32,0,0,0,0,0,0
3479,L17837,L,296.0,305.5,1066,31.4,51,0,0,0,0,0,0
3480,L86708,L,301.1,312.0,1397,27.8,165,0,0,0,0,0,0
3481,L28680,L,301.1,311.7,1415,47.0,211,0,0,0,0,0,0
3482,L65476,L,298.7,309.8,1468,49.1,121,0,0,0,0,0,0
3483,L40346,L,300.3,311.1,1602,33.6,191,0,0,0,0,0,0
3484,H33412,H,294.9,304.6,1627,37.4,137,0,0,0,0,0,0
3485,L98399,L,301.4,313.6,1067,40.4,95,0,0,0,0,0,0
3486,L40804,L,300.5,310.6,1495,58.0,99,0,0,0,0,0,0
3487,L75206,L,299.9,306.9,1451,40.5,177,0,0,0,0,0,0
3488,L20934,L,300.0,309.8,1785,30.1,190,0,0,0,0,0,0
3489,L40723,L,301.0,310.5,1644,28.4,58,0,0,0,0,0,0
3490,L30405,L,299.9,310.7,1505,30.8,139,0,0,0,0,0,0
3491,L28748,L,296.3,305.8,1578,52.5,57,0,0,0,0,0,0
3492,M80766,M,304.4,315.5,1236,45.0,216,0,0,0,0,0,0
3493,M56413,M,302.4,313.0,1656,36.5,8,0,0,0,0,0,0
3494,M32354,M,297.4,306.4,1467,10.8,176,0,0,0,0,0,0
3495,M84490,M,299.3,309.2,1393,31.4,188,0,0,0,0,0,0
3496,L98675,L,299.5,308.8,1773,43.3,80,0,0,0,0,0,0
3497,M27388,M,302.2,312.3,1586,43.4,205,0,0,0,0,0,0
3498,M46523,M,295.7,304.9,1418,43.3,215,0,0,0,0,0,0
3499,L67693,L,299.0,309.1,1429,26.5,104,0,0,0,0,0,0
3500,M45732,M,296.5,306.2,1603,41.7,50,0,0,0,0,0,0
3501,L51646,L,299.4,309.3,1589,30.2,172,0,0,0,0,0,0
3502,M31021,M,299.1,311.1,1543,39.9,66,0,0,0,0,0,0
3503,H62776,H,300.2,309.8,1322,32.3,113,0,0,0,0,0,0
3504,L29116,L,298.8,306.9,1349,50.6,104,1,0,1,0,0,0
3505,M82009,M,298.5,309.5,1404,43.3,79,0,0,0,0,0,0
3506,M98271,M,301.2,312.2,1502,38.5,17,0,0,0,0,0,0
3507,H86620,H,300.9,308.9,1530,53.6,230,0,0,0,0,0,0
3508,L54771,L,301.1,310.4,1509,36.2,188,0,0,0,0,0,0
3509,M38756,M,299.6,310.1,1517,25.8,177,0,0,0,0,0,0
3510,L92604,L,298.9,309.4,1874,50.4,141,0,0,0,0,0,0
3511,L12919,L,299.8,309.8,1690,42.4,137,0,0,0,0,0,0
3512,L33550,L,301.0,311.0,1750,36.7,201,0,0,0,0,0,0
3513,H46524,H,295.6,304.7,1621,33.5,133,0,0,0,0,0,0
3514,M64606,M,300.8,308.4,1550,45.0,2,0,0,0,0,0,0
3515,M78819,M,300.6,312.7,1611,48.0,112,0,0,0,0,0,0
3516,H80227,H,300.1,309.2,1578,32.3,85,0,0,0,0,0,0
3517,L33212,L,299.7,309.9,1682,45.5,129,0,0,0,0,0,0
3518,L50118,L,294.9,304.7,1363,42.4,230,0,0,0,0,0,0
3519,L38602,L,299.1,310.0,1667,31.6,75,0,0,0,0,0,0
3520,L27540,L,303.6,313.7,1567,39.9,120,0,0,0,0,0,0
3521,L45829,L,300.0,310.2,1214,34.5,128,0,0,0,0,0,0
3522,L66309,L,299.4,306.8,1553,52.3,179,0,0,0,0,0,0
3523,L75403,L,300.0,309.2,1304,33.4,100,0,0,0,0,0,0
3524,L81455,L,300.7,311.5,1442,54.9,140,0,0,0,0,0,0
3525,L32277,L,301.3,312.0,1509,41.2,31,0,0,0,0,0,0
3526,L69673,L,299.5,308.6,1268,22.5,152,0,0,0,0,0,0
3527,H27676,H,300.8,309.3,1528,18.3,242,0,0,0,0,0,0
3528,M52844,M,303.4,313.5,1550,37.8,165,0,0,0,0,0,0
3529,H74708,H,302.0,309.1,1673,53.2,132,0,0,0,0,0,0
3530,L19752,L,304.7,313.5,1456,52.2,100,0,0,0,0,0,0
3531,L91548,L,298.7,310.4,1587,41.6,145,0,0,0,0,0,0
3532,M84711,M,303.4,314.8,1520,32.6,137,0,0,0,0,0,0
3533,L50670,L,298.4,308.9,1463,35.7,180,0,0,0,0,0,0
3534,L77603,L,300.7,311.0,1238,42.0,210,0,0,0,0,0,0
3535,L41478,L,301.5,309.5,1518,50.7,161,0,0,0,0,0,0
3536,L36439,L,299.0,308.2,1671,45.6,29,0,0,0,0,0,0
3537,L44747,L,300.2,309.9,1370,49.5,159,0,0,0,0,0,0
3538,L39810,L,301.8,311.1,1499,46.3,138,0,0,0,0,0,0
3539,M28302,M,298.6,308.2,1525,49.3,85,0,0,0,0,0,0
3540,L76236,L,303.3,314.6,1735,17.4,157,0,0,0,0,0,0
3541,L74467,L,297.2,306.7,1543,31.0,0,0,0,0,0,0,0
3542,M44841,M,303.9,313.5,1589,28.9,5,0,0,0,0,0,0
3543,L54713,L,302.0,312.7,1536,27.9,77,0,0,0,0,0,0
3544,L59546,L,299.8,308.4,1449,40.0,183,0,0,0,0,0,0
3545,M13048,M,299.2,308.4,1334,25.5,194,0,0,0,0,0,0
3546,L43290,L,299.0,308.2,1486,30.5,57,0,0,0,0,0,0
3547,L68906,L,299.7,309.8,1608,38.9,230,0,0,0,0,0,0
3548,L86637,L,299.9,309.6,1560,23.9,206,0,0,0,0,0,0
3549,L39778,L,302.5,312.2,1802,35.1,94,0,0,0,0,0,0
3550,L37425,L,303.9,313.3,1707,46.3,123,0,0,0,0,0,0
3551,M93388,M,300.4,309.3,1760,27.7,146,0,0,0,0,0,0
3552,L68176,L,298.3,308.9,1174,47.8,188,0,0,0,0,0,0
3553,L22674,L,298.9,308.6,1820,31.9,61,0,0,0,0,0,0
3554,L72402,L,299.6,310.3,1585,42.6,213,0,0,0,0,0,0
3555,L98731,L,297.9,306.8,1611,28.9,70,0,0,0,0,0,0
3556,M99907,M,297.6,307.0,1698,44.4,218,1,1,0,0,0,0
3557,L43053,L,304.2,314.0,1541,36.9,162,0,0,0,0,0,0
3558,L21957,L,300.6,310.5,1346,44.5,170,0,0,0,0,0,0
3559,L82644,L,298.3,309.1,1797,34.5,4,0,0,0,0,0,0
3560,L63616,L,301.6,311.2,1400,45.4,127,0,0,0,0,0,0
3561,L27829,L,297.6,308.4,1361,48.3,45,0,0,0,0,0,0
3562,M15837,M,297.8,308.2,1496,41.1,34,0,0,0,0,0,0
3563,L74141,L,298.4,308.3,1468,35.1,99,0,0,0,0,0,0
3564,L25032,L,303.3,312.4,1538,37.6,100,0,0,0,0,0,0
3565,L36352,L,299.5,310.3,1520,27.3,123,0,0,0,0,0,0
3566,M40215,M,295.1,304.2,1779,41.9,214,0,0,0,0,0,0
3567,L66319,L,302.4,312.4,1620,46.1,163,0,0,0,0,0,0
3568,M84642,M,299.4,309.3,1384,55.5,3,0,0,0,0,0,0
3569,M51247,M,296.3,306.1,1409,52.9,188,0,0,0,0,0,0
3570,M53048,M,299.4,309.0,1468,30.2,1,0,0,0,0,0,0
3571,L85532,L,301.0,310.2,1469,42.0,100,0,0,0,0,0,0
3572,L76714,L,300.8,309.2,1445,38.6,162,0,0,0,0,0,0
3573,M45319,M,303.6,315.0,1340,52.0,45,0,0,0,0,0,0
3574,H26025,H,298.3,307.8,1589,32.8,3,0,0,0,0,0,0
3575,M19780,M,300.1,310.0,1456,48.6,127,0,0,0,0,0,0
3576,L32706,L,298.6,308.5,1367,30.1,187,0,0,0,0,0,0
3577,L52916,L,296.9,308.0,1624,38.8,47,0,0,0,0,0,0
3578,L85503,L,301.8,313.7,1689,31.1,119,0,0,0,0,0,0
3579,M40856,M,300.9,311.1,1494,20.3,3,0,0,0,0,0,0
3580,L19179,L,300.6,310.4,1856,30.9,197,0,0,0,0,0,0
3581,L48623,L,300.9,309.7,1934,37.3,50,0,0,0,0,0,0
3582,M27587,M,298.6,307.2,1626,54.1,16,0,0,0,0,0,0
3583,L33733,L,298.0,306.2,1454,29.1,3,0,0,0,0,0,0
3584,M98306,M,300.1,309.3,1586,33.9,85,0,0,0,0,0,0
3585,L13975,L,302.3,310.2,1318,25.6,184,1,0,1,0,0,0
3586,L88455,L,303.2,314.3,1381,51.4,212,0,0,0,0,0,0
3587,L85138,L,301.6,312.0,1236,35.3,203,0,0,0,0,0,0
3588,M55463,M,300.1,309.8,1425,36.5,134,0,0,0,0,0,0
3589,L52154,L,300.5,311.6,1317,36.4,175,0,0,0,0,0,0
3590,L85676,L,300.0,309.0,1649,20.5,91,0,0,0,0,0,0
3591,H96706,H,297.9,307.1,1403,25.3,237,0,0,0,0,0,0
3592,L38830,L,300.0,308.1,1587,30.4,76,0,0,0,0,0,0
3593,L82126,L,297.3,308.1,1671,46.0,234,0,0,0,0,0,0
3594,L56745,L,299.8,308.9,1747,15.0,234,1,1,0,0,0,0
3595,L40609,L,303.3,313.3,1474,45.3,160,0,0,0,0,0,0
3596,M27401,M,301.6,312.6,1593,43.3,231,0,0,0,0,0,0
3597,L37729,L,298.2,309.5,1599,21.8,76,0,0,0,0,0,0
3598,L55167,L,299.9,309.8,1765,36.7,195,0,0,0,0,0,0
3599,L67391,L,298.3,308.7,1678,51.5,127,0,0,0,0,0,0
3600,M68171,M,299.9,309.0,1771,29.2,183,0,0,0,0,0,0
3601,L98096,L,302.1,313.8,1240,34.4,24,0,0,0,0,0,0
3602,L16647,L,301.3,311.1,1419,67.4,242,1,0,0,0,1,0
3603,L31106,L,305.0,315.0,1722,43.1,83,0,0,0,0,0,0
3604,L16015,L,302.4,312.0,1641,37.3,101,0,0,0,0,0,0
3605,L31506,L,300.4,311.6,1515,35.1,162,0,0,0,0,0,0
3606,L34067,L,301.4,311.6,1453,43.6,72,0,0,0,0,0,0
3607,M12056,M,299.6,310.4,1679,46.7,242,0,0,0,0,0,0
3608,L39328,L,297.7,308.1,1183,18.4,93,0,0,0,0,0,0
3609,H87712,H,302.6,312.4,1679,17.7,166,0,0,0,0,0,0
3610,H62832,H,302.0,312.9,1554,30.0,22,0,0,0,0,0,0
3611,L52771,L,299.5,309.9,1450,38.4,138,0,0,0,0,0,0
3612,L96805,L,300.5,309.6,1627,40.7,78,0,0,0,0,0,0
3613,L56515,L,302.5,311.5,1468,22.9,238,0,0,0,0,0,0
3614,M74538,M,301.7,311.8,1543,37.9,116,0,0,0,0,0,0
3615,L78650,L,297.1,308.0,1529,39.2,21,0,0,0,0,0,0
3616,L88978,L,300.5,312.1,1671,31.4,80,0,0,0,0,0,0
3617,L50151,L,299.7,307.9,1566,34.6,174,0,0,0,0,0,0
3618,M11629,M,302.2,312.3,1196,32.7,11,0,0,0,0,0,0
3619,M93463,M,302.1,312.6,1288,44.5,242,0,0,0,0,0,0
3620,L99432,L,302.6,312.9,1343,40.0,162,0,0,0,0,0,0
3621,M38155,M,297.8,308.8,1619,28.5,33,0,0,0,0,0,0
3622,L28288,L,298.4,309.1,1637,49.4,128,0,0,0,0,0,0
3623,L60588,L,302.2,311.2,1836,26.3,248,0,0,0,0,0,0
3624,M96951,M,298.8,307.8,1356,22.8,159,0,0,0,0,0,0
3625,L46085,L,297.0,307.3,1772,37.5,131,0,0,0,0,0,0
3626,L21251,L,301.1,312.1,1191,37.4,151,0,0,0,0,0,0
3627,L35574,L,298.9,309.0,1541,40.6,198,0,0,0,0,0,0
3628,M19623,M,303.6,312.0,1581,28.1,75,0,0,0,0,0,0
3629,M96472,M,300.6,309.5,1581,48.8,149,0,0,0,0,0,0
3630,M64715,M,300.3,311.0,1482,57.0,240,1,0,0,0,1,0
3631,M16123,M,299.3,308.9,1559,39.7,162,0,0,0,0,0,0
3632,L13061,L,303.2,313.3,1316,43.0,212,0,0,0,0,0,0
3633,L49095,L,300.7,311.8,1692,18.8,156,0,0,0,0,0,0
3634,L69618,L,299.2,308.0,1582,35.6,112,0,0,0,0,0,0
3635,L38451,L,298.4,308.0,1602,33.0,144,0,0,0,0,0,0
3636,L91897,L,299.9,309.3,1488,31.4,155,0,0,0,0,0,0
3637,H91443,H,298.0,308.4,1479,33.4,233,0,0,0,0,0,0
3638,L44814,L,302.1,312.8,1631,34.3,46,0,0,0,0,0,0
3639,L95141,L,296.4,304.9,1822,25.4,168,0,0,0,0,0,0
3640,L86868,L,299.7,309.7,1288,35.0,16,0,0,0,0,0,0
3641,L47832,L,301.2,312.1,1279,29.5,3,0,0,0,0,0,0
3642,H19445,H,300.7,308.8,1585,47.8,247,1,1,0,0,0,0
3643,L43490,L,298.6,308.5,1478,43.2,40,0,0,0,0,0,0
3644,L39767,L,301.3,310.1,1560,43.2,133,0,0,0,0,0,0
3645,M56057,M,298.2,307.6,1533,49.6,206,0,0,0,0,0,0
3646,L90746,L,300.0,307.5,1649,31.7,171,0,0,0,0,0,0
3647,L99695,L,301.3,312.7,1486,42.6,151,0,0,0,0,0,0
3648,L83100,L,300.9,310.6,1321,50.6,53,0,0,0,0,0,0
3649,L51043,L,298.6,307.8,1396,31.0,199,0,0,0,0,0,0
3650,H96755,H,302.4,312.7,1509,19.7,246,0,0,0,0,0,0
3651,M37946,M,300.2,309.1,1313,33.0,104,0,0,0,0,0,0
3652,L46587,L,301.5,310.3,1531,49.4,90,0,0,0,0,0,0
3653,M13364,M,303.1,314.6,1548,30.4,126,0,0,0,0,0,0
3654,L79854,L,302.2,314.0,1473,35.3,30,0,0,0,0,0,0
3655,L66088,L,302.2,311.6,1575,32.1,8,0,0,0,0,0,0
3656,L87015,L,300.4,311.5,1249,38.0,209,0,0,0,0,0,0
3657,L17398,L,301.6,311.9,1367,29.5,52,0,0,0,0,0,0
3658,L12452,L,300.4,309.0,1333,25.1,123,1,0,1,0,0,0
3659,M97208,M,297.6,306.7,1695,35.5,1,0,0,0,0,0,0
3660,H43193,H,300.6,312.2,1950,37.2,213,0,0,0,0,0,0
3661,L89401,L,300.5,309.1,1380,51.0,147,0,0,0,0,0,0
3662,L35345,L,301.2,313.4,1495,40.6,119,0,0,0,0,0,0
3663,L95895,L,299.7,309.2,1413,28.2,105,0,0,0,0,0,0
3664,L84335,L,298.5,310.1,1577,32.6,3,0,0,0,0,0,0
3665,L69196,L,301.3,311.0,1429,47.0,229,0,0,0,0,0,0
3666,L33053,L,297.4,308.2,1588,35.7,171,0,0,0,0,0,0
3667,M93220,M,302.9,314.3,1657,29.0,61,0,0,0,0,0,0
